Periodo,Dominio,Pilar,Score,Dominio_Geom,Dominio_Aritm,Penalizacion_Deseq,Es_Cuello_Botella,Es_Fortaleza
2020Q1,Sociedades Inclusivas,1. Seguridad,50.649438392562445,67.26285711555684,68.27232331652134,1.0094662009644964,True,False
2020Q1,Sociedades Inclusivas,2. Libertad,73.13962627162444,67.26285711555684,68.27232331652134,1.0094662009644964,False,False
2020Q1,Sociedades Inclusivas,3. Gobernanza,67.78640964332996,67.26285711555684,68.27232331652134,1.0094662009644964,False,False
2020Q1,Sociedades Inclusivas,4. Capital Social,81.51381895856848,67.26285711555684,68.27232331652134,1.0094662009644964,False,True
2020Q2,Sociedades Inclusivas,1. Seguridad,71.57908971544326,71.0042413054027,72.0559086168694,1.0516673114667014,False,False
2020Q2,Sociedades Inclusivas,2. Libertad,82.81234939026271,71.0042413054027,72.0559086168694,1.0516673114667014,False,True
2020Q2,Sociedades Inclusivas,3. Gobernanza,53.141005869740184,71.0042413054027,72.0559086168694,1.0516673114667014,True,False
2020Q2,Sociedades Inclusivas,4. Capital Social,80.69118949203148,71.0042413054027,72.0559086168694,1.0516673114667014,False,False
2020Q3,Sociedades Inclusivas,1. Seguridad,52.61224795747212,61.887974687631655,63.081770667673524,1.1937959800418696,False,False
2020Q3,Sociedades Inclusivas,2. Libertad,71.51557598044604,61.887974687631655,63.081770667673524,1.1937959800418696,False,False
2020Q3,Sociedades Inclusivas,3. Gobernanza,49.61159960053676,61.887974687631655,63.081770667673524,1.1937959800418696,True,False
2020Q3,Sociedades Inclusivas,4. Capital Social,78.58765913223915,61.887974687631655,63.081770667673524,1.1937959800418696,False,True
2020Q4,Sociedades Inclusivas,1. Seguridad,57.93331828076003,65.21751088193123,66.03379122518433,0.8162803432530978,False,False
2020Q4,Sociedades Inclusivas,2. Libertad,73.59622081903208,65.21751088193123,66.03379122518433,0.8162803432530978,False,False
2020Q4,Sociedades Inclusivas,3. Gobernanza,53.93092097190005,65.21751088193123,66.03379122518433,0.8162803432530978,True,False
2020Q4,Sociedades Inclusivas,4. Capital Social,78.67470482904513,65.21751088193123,66.03379122518433,0.8162803432530978,False,True
2021Q1,Sociedades Inclusivas,1. Seguridad,58.537297250154545,63.333492169158596,64.39687133796653,1.0633791688079341,False,False
2021Q1,Sociedades Inclusivas,2. Libertad,71.94021323954294,63.333492169158596,64.39687133796653,1.0633791688079341,False,False
2021Q1,Sociedades Inclusivas,3. Gobernanza,48.767968418922365,63.333492169158596,64.39687133796653,1.0633791688079341,True,False
2021Q1,Sociedades Inclusivas,4. Capital Social,78.34200644324628,63.333492169158596,64.39687133796653,1.0633791688079341,False,True
2021Q2,Sociedades Inclusivas,1. Seguridad,56.3297888114164,59.786963582104924,61.57958642454723,1.7926228424423059,False,False
2021Q2,Sociedades Inclusivas,2. Libertad,69.75342331925746,59.786963582104924,61.57958642454723,1.7926228424423059,False,False
2021Q2,Sociedades Inclusivas,3. Gobernanza,41.082520968597855,59.786963582104924,61.57958642454723,1.7926228424423059,True,False
2021Q2,Sociedades Inclusivas,4. Capital Social,79.1526125989172,59.786963582104924,61.57958642454723,1.7926228424423059,False,True
2021Q3,Sociedades Inclusivas,1. Seguridad,51.92382175133323,59.722488269734725,61.39630711147843,1.673818841743703,False,False
2021Q3,Sociedades Inclusivas,2. Libertad,69.95903476974222,59.722488269734725,61.39630711147843,1.673818841743703,False,False
2021Q3,Sociedades Inclusivas,3. Gobernanza,43.86875522969368,59.722488269734725,61.39630711147843,1.673818841743703,True,False
2021Q3,Sociedades Inclusivas,4. Capital Social,79.8336166951446,59.722488269734725,61.39630711147843,1.673818841743703,False,True
2021Q4,Sociedades Inclusivas,1. Seguridad,48.189208780895775,55.520685285152766,58.052308518340496,2.53162323318773,False,False
2021Q4,Sociedades Inclusivas,2. Libertad,67.51214059301456,55.520685285152766,58.052308518340496,2.53162323318773,False,False
2021Q4,Sociedades Inclusivas,3. Gobernanza,36.50957646756315,55.520685285152766,58.052308518340496,2.53162323318773,True,False
2021Q4,Sociedades Inclusivas,4. Capital Social,79.99830823188846,55.520685285152766,58.052308518340496,2.53162323318773,False,True
2022Q1,Sociedades Inclusivas,1. Seguridad,45.22763611065941,56.98106326646102,58.78853091184314,1.8074676453821183,False,False
2022Q1,Sociedades Inclusivas,2. Libertad,65.31895257002996,56.98106326646102,58.78853091184314,1.8074676453821183,False,False
2022Q1,Sociedades Inclusivas,3. Gobernanza,44.603097219909706,56.98106326646102,58.78853091184314,1.8074676453821183,True,False
2022Q1,Sociedades Inclusivas,4. Capital Social,80.00443774677348,56.98106326646102,58.78853091184314,1.8074676453821183,False,True
2022Q2,Sociedades Inclusivas,1. Seguridad,43.99282740428516,61.9685446354892,63.45064332459456,1.4820986891053565,True,False
2022Q2,Sociedades Inclusivas,2. Libertad,66.51794964628685,61.9685446354892,63.45064332459456,1.4820986891053565,False,False
2022Q2,Sociedades Inclusivas,3. Gobernanza,61.955619185348546,61.9685446354892,63.45064332459456,1.4820986891053565,False,False
2022Q2,Sociedades Inclusivas,4. Capital Social,81.33617706245766,61.9685446354892,63.45064332459456,1.4820986891053565,False,True
2022Q3,Sociedades Inclusivas,1. Seguridad,42.306009645881694,60.960114693597546,62.556462622792395,1.5963479291948488,True,False
2022Q3,Sociedades Inclusivas,2. Libertad,65.8317030868468,60.960114693597546,62.556462622792395,1.5963479291948488,False,False
2022Q3,Sociedades Inclusivas,3. Gobernanza,61.62018316362369,60.960114693597546,62.556462622792395,1.5963479291948488,False,False
2022Q3,Sociedades Inclusivas,4. Capital Social,80.4679545948174,60.960114693597546,62.556462622792395,1.5963479291948488,False,True
2022Q4,Sociedades Inclusivas,1. Seguridad,42.040542277388916,60.04516302777748,61.62639205957798,1.581229031800504,True,False
2022Q4,Sociedades Inclusivas,2. Libertad,63.705382548836496,60.04516302777748,61.62639205957798,1.581229031800504,False,False
2022Q4,Sociedades Inclusivas,3. Gobernanza,60.39593370221673,60.04516302777748,61.62639205957798,1.581229031800504,False,False
2022Q4,Sociedades Inclusivas,4. Capital Social,80.3637097098698,60.04516302777748,61.62639205957798,1.581229031800504,False,True
2023Q1,Sociedades Inclusivas,1. Seguridad,39.36667045939117,58.643104168200466,60.47087019503819,1.8277660268377218,True,False
2023Q1,Sociedades Inclusivas,2. Libertad,61.03262133142722,58.643104168200466,60.47087019503819,1.8277660268377218,False,False
2023Q1,Sociedades Inclusivas,3. Gobernanza,61.68440486566711,58.643104168200466,60.47087019503819,1.8277660268377218,False,False
2023Q1,Sociedades Inclusivas,4. Capital Social,79.79978412366725,58.643104168200466,60.47087019503819,1.8277660268377218,False,True
2023Q2,Sociedades Inclusivas,1. Seguridad,40.41276842536161,58.13544347817366,59.875954082030894,1.7405106038572313,True,False
2023Q2,Sociedades Inclusivas,2. Libertad,60.2928781031367,58.13544347817366,59.875954082030894,1.7405106038572313,False,False
2023Q2,Sociedades Inclusivas,3. Gobernanza,58.0711474989962,58.13544347817366,59.875954082030894,1.7405106038572313,False,False
2023Q2,Sociedades Inclusivas,4. Capital Social,80.72702230062907,58.13544347817366,59.875954082030894,1.7405106038572313,False,True
2023Q3,Sociedades Inclusivas,1. Seguridad,39.49633462556488,55.611871017792105,57.62357810629568,2.0117070885035773,True,False
2023Q3,Sociedades Inclusivas,2. Libertad,61.21843933080503,55.611871017792105,57.62357810629568,2.0117070885035773,False,False
2023Q3,Sociedades Inclusivas,3. Gobernanza,48.92378567192853,55.611871017792105,57.62357810629568,2.0117070885035773,False,False
2023Q3,Sociedades Inclusivas,4. Capital Social,80.85575279688432,55.611871017792105,57.62357810629568,2.0117070885035773,False,True
2023Q4,Sociedades Inclusivas,1. Seguridad,36.746961073103,56.203959071407205,58.42378935335041,2.219830281943203,True,False
2023Q4,Sociedades Inclusivas,2. Libertad,61.50748057576053,56.203959071407205,58.42378935335041,2.219830281943203,False,False
2023Q4,Sociedades Inclusivas,3. Gobernanza,54.63703516020351,56.203959071407205,58.42378935335041,2.219830281943203,False,False
2023Q4,Sociedades Inclusivas,4. Capital Social,80.80368060433457,56.203959071407205,58.42378935335041,2.219830281943203,False,True
2024Q1,Sociedades Inclusivas,1. Seguridad,40.00101310180805,58.118805799993304,60.02405384066469,1.9052480406713883,True,False
2024Q1,Sociedades Inclusivas,2. Libertad,64.11826371038052,58.118805799993304,60.02405384066469,1.9052480406713883,False,False
2024Q1,Sociedades Inclusivas,3. Gobernanza,54.80029390197602,58.118805799993304,60.02405384066469,1.9052480406713883,False,False
2024Q1,Sociedades Inclusivas,4. Capital Social,81.17664464849418,58.118805799993304,60.02405384066469,1.9052480406713883,False,True
2024Q2,Sociedades Inclusivas,1. Seguridad,39.8889969816357,54.30583396174844,57.052110868497365,2.7462769067489248,True,False
2024Q2,Sociedades Inclusivas,2. Libertad,66.35089164097879,54.30583396174844,57.052110868497365,2.7462769067489248,False,False
2024Q2,Sociedades Inclusivas,3. Gobernanza,40.17701838932739,54.30583396174844,57.052110868497365,2.7462769067489248,False,False
2024Q2,Sociedades Inclusivas,4. Capital Social,81.79153646204757,54.30583396174844,57.052110868497365,2.7462769067489248,False,True
2024Q3,Sociedades Inclusivas,1. Seguridad,42.1576181922144,56.57319592177817,58.682185781310864,2.1089898595326915,True,False
2024Q3,Sociedades Inclusivas,2. Libertad,65.31510939907814,56.57319592177817,58.682185781310864,2.1089898595326915,False,False
2024Q3,Sociedades Inclusivas,3. Gobernanza,45.50520186424139,56.57319592177817,58.682185781310864,2.1089898595326915,False,False
2024Q3,Sociedades Inclusivas,4. Capital Social,81.75081366970953,56.57319592177817,58.682185781310864,2.1089898595326915,False,True
2024Q4,Sociedades Inclusivas,1. Seguridad,40.70119919018571,59.40438989192553,61.26436468233841,1.8599747904128776,True,False
2024Q4,Sociedades Inclusivas,2. Libertad,65.06653800325273,59.40438989192553,61.26436468233841,1.8599747904128776,False,False
2024Q4,Sociedades Inclusivas,3. Gobernanza,57.47447417142971,59.40438989192553,61.26436468233841,1.8599747904128776,False,False
2024Q4,Sociedades Inclusivas,4. Capital Social,81.81524736448549,59.40438989192553,61.26436468233841,1.8599747904128776,False,True
2025Q1,Sociedades Inclusivas,1. Seguridad,41.152574175732674,63.3707751398067,65.39277771025223,2.0220025704455296,True,False
2025Q1,Sociedades Inclusivas,2. Libertad,65.89276037008392,63.3707751398067,65.39277771025223,2.0220025704455296,False,False
2025Q1,Sociedades Inclusivas,3. Gobernanza,72.54769770468556,63.3707751398067,65.39277771025223,2.0220025704455296,False,False
2025Q1,Sociedades Inclusivas,4. Capital Social,81.97807859050675,63.3707751398067,65.39277771025223,2.0220025704455296,False,True
2025Q2,Sociedades Inclusivas,1. Seguridad,41.55559031467846,63.579204121879286,65.5977414360508,2.0185373141715104,True,False
2025Q2,Sociedades Inclusivas,2. Libertad,64.61657613153733,63.579204121879286,65.5977414360508,2.0185373141715104,False,False
2025Q2,Sociedades Inclusivas,3. Gobernanza,74.14595979938336,63.579204121879286,65.5977414360508,2.0185373141715104,False,False
2025Q2,Sociedades Inclusivas,4. Capital Social,82.07283949860404,63.579204121879286,65.5977414360508,2.0185373141715104,False,True
2025Q3,Sociedades Inclusivas,1. Seguridad,42.20730531070073,67.05885244859131,69.72191508472328,2.6630626361319685,True,False
2025Q3,Sociedades Inclusivas,2. Libertad,65.53902933521526,67.05885244859131,69.72191508472328,2.6630626361319685,False,False
2025Q3,Sociedades Inclusivas,3. Gobernanza,89.0363177918022,67.05885244859131,69.72191508472328,2.6630626361319685,False,True
2025Q3,Sociedades Inclusivas,4. Capital Social,82.10500790117493,67.05885244859131,69.72191508472328,2.6630626361319685,False,False
2025Q4,Sociedades Inclusivas,1. Seguridad,42.11791886637285,65.99985955099318,68.40455919650026,2.4046996455070797,True,False
2025Q4,Sociedades Inclusivas,2. Libertad,65.054576597183,65.99985955099318,68.40455919650026,2.4046996455070797,False,False
2025Q4,Sociedades Inclusivas,3. Gobernanza,84.1853984745377,65.99985955099318,68.40455919650026,2.4046996455070797,False,True
2025Q4,Sociedades Inclusivas,4. Capital Social,82.26034284790745,65.99985955099318,68.40455919650026,2.4046996455070797,False,False
2016Q1,Economías Abiertas,5. Inversión,18.261093581360118,42.40832957833691,47.420817377132344,5.0124877987954335,True,False
2016Q1,Economías Abiertas,6. Empresas,64.05590036620274,42.40832957833691,47.420817377132344,5.0124877987954335,False,False
2016Q1,Economías Abiertas,7. Infraestructura,42.87901933146876,42.40832957833691,47.420817377132344,5.0124877987954335,False,False
2016Q1,Economías Abiertas,8. Calidad Económica,64.48725622949777,42.40832957833691,47.420817377132344,5.0124877987954335,False,True
2016Q2,Economías Abiertas,5. Inversión,19.036202768975784,42.69464370682737,47.48412208344513,4.789478376617758,True,False
2016Q2,Economías Abiertas,6. Empresas,64.58593411893919,42.69464370682737,47.48412208344513,4.789478376617758,False,True
2016Q2,Economías Abiertas,7. Infraestructura,42.06097983091293,42.69464370682737,47.48412208344513,4.789478376617758,False,False
2016Q2,Economías Abiertas,8. Calidad Económica,64.25337161495263,42.69464370682737,47.48412208344513,4.789478376617758,False,False
2016Q3,Economías Abiertas,5. Inversión,15.796465881435802,40.78880480546111,46.62941395851098,5.8406091530498685,True,False
2016Q3,Economías Abiertas,6. Empresas,63.7037345697651,40.78880480546111,46.62941395851098,5.8406091530498685,False,False
2016Q3,Economías Abiertas,7. Infraestructura,42.901648429404894,40.78880480546111,46.62941395851098,5.8406091530498685,False,False
2016Q3,Economías Abiertas,8. Calidad Económica,64.11580695343814,40.78880480546111,46.62941395851098,5.8406091530498685,False,True
2016Q4,Economías Abiertas,5. Inversión,21.058347113592223,43.099391977166334,46.930775971007236,3.831383993840902,True,False
2016Q4,Economías Abiertas,6. Empresas,60.16080032690145,43.099391977166334,46.930775971007236,3.831383993840902,False,False
2016Q4,Economías Abiertas,7. Infraestructura,42.661789643578146,43.099391977166334,46.930775971007236,3.831383993840902,False,False
2016Q4,Economías Abiertas,8. Calidad Económica,63.84216679995713,43.099391977166334,46.930775971007236,3.831383993840902,False,True
2017Q1,Economías Abiertas,5. Inversión,18.65400795987005,41.83754160197656,46.26368611445688,4.42614451248032,True,False
2017Q1,Economías Abiertas,6. Empresas,59.093029859785695,41.83754160197656,46.26368611445688,4.42614451248032,False,False
2017Q1,Economías Abiertas,7. Infraestructura,43.688766603987936,41.83754160197656,46.26368611445688,4.42614451248032,False,False
2017Q1,Economías Abiertas,8. Calidad Económica,63.61894003418386,41.83754160197656,46.26368611445688,4.42614451248032,False,True
2017Q2,Economías Abiertas,5. Inversión,17.72879794089621,40.840113620701956,45.392789944799844,4.552676324097888,True,False
2017Q2,Economías Abiertas,6. Empresas,56.35896717980919,40.840113620701956,45.392789944799844,4.552676324097888,False,False
2017Q2,Economías Abiertas,7. Infraestructura,43.54670641925099,40.840113620701956,45.392789944799844,4.552676324097888,False,False
2017Q2,Economías Abiertas,8. Calidad Económica,63.936688239243,40.840113620701956,45.392789944799844,4.552676324097888,False,True
2017Q3,Economías Abiertas,5. Inversión,21.79568893547643,43.33015282525295,46.772882266138495,3.442729440885543,True,False
2017Q3,Economías Abiertas,6. Empresas,56.872648248127106,43.33015282525295,46.772882266138495,3.442729440885543,False,False
2017Q3,Economías Abiertas,7. Infraestructura,44.455718426648524,43.33015282525295,46.772882266138495,3.442729440885543,False,False
2017Q3,Economías Abiertas,8. Calidad Económica,63.967473454301924,43.33015282525295,46.772882266138495,3.442729440885543,False,True
2017Q4,Economías Abiertas,5. Inversión,17.181225670816723,41.2593145012134,46.218701950403435,4.959387449190032,True,False
2017Q4,Economías Abiertas,6. Empresas,59.1236698259447,41.2593145012134,46.218701950403435,4.959387449190032,False,False
2017Q4,Economías Abiertas,7. Infraestructura,44.58708509240975,41.2593145012134,46.218701950403435,4.959387449190032,False,False
2017Q4,Economías Abiertas,8. Calidad Económica,63.98282721244257,41.2593145012134,46.218701950403435,4.959387449190032,False,True
2018Q1,Economías Abiertas,5. Inversión,19.916297602684324,43.51877821065984,47.8592544635954,4.340476252935559,True,False
2018Q1,Economías Abiertas,6. Empresas,62.69591466304044,43.51877821065984,47.8592544635954,4.340476252935559,False,False
2018Q1,Economías Abiertas,7. Infraestructura,45.020016195576574,43.51877821065984,47.8592544635954,4.340476252935559,False,False
2018Q1,Economías Abiertas,8. Calidad Económica,63.80478939308025,43.51877821065984,47.8592544635954,4.340476252935559,False,True
2018Q2,Economías Abiertas,5. Inversión,19.420667916704488,44.06277666857051,48.8596887586702,4.7969120900996955,True,False
2018Q2,Economías Abiertas,6. Empresas,66.18518113532822,44.06277666857051,48.8596887586702,4.7969120900996955,False,True
2018Q2,Economías Abiertas,7. Infraestructura,45.79771570025011,44.06277666857051,48.8596887586702,4.7969120900996955,False,False
2018Q2,Economías Abiertas,8. Calidad Económica,64.03519028239798,44.06277666857051,48.8596887586702,4.7969120900996955,False,False
2018Q3,Economías Abiertas,5. Inversión,20.800354506654116,44.47904399230439,48.74281796150216,4.263773969197771,True,False
2018Q3,Economías Abiertas,6. Empresas,64.46364863104185,44.47904399230439,48.74281796150216,4.263773969197771,False,True
2018Q3,Economías Abiertas,7. Infraestructura,45.37168613228593,44.47904399230439,48.74281796150216,4.263773969197771,False,False
2018Q3,Economías Abiertas,8. Calidad Económica,64.33558257602675,44.47904399230439,48.74281796150216,4.263773969197771,False,False
2018Q4,Economías Abiertas,5. Inversión,14.645465148254834,40.725097568604,47.17710626197909,6.452008693375092,True,False
2018Q4,Economías Abiertas,6. Empresas,64.68797476192063,40.725097568604,47.17710626197909,6.452008693375092,False,True
2018Q4,Economías Abiertas,7. Infraestructura,45.34822159811201,40.725097568604,47.17710626197909,6.452008693375092,False,False
2018Q4,Economías Abiertas,8. Calidad Económica,64.0267635396289,40.725097568604,47.17710626197909,6.452008693375092,False,False
2019Q1,Economías Abiertas,5. Inversión,19.068024240085062,43.52010094480871,48.27802362731091,4.757922682502198,True,False
2019Q1,Economías Abiertas,6. Empresas,63.46185614636139,43.52010094480871,48.27802362731091,4.757922682502198,False,False
2019Q1,Economías Abiertas,7. Infraestructura,45.664210951713386,43.52010094480871,48.27802362731091,4.757922682502198,False,False
2019Q1,Economías Abiertas,8. Calidad Económica,64.9180031710838,43.52010094480871,48.27802362731091,4.757922682502198,False,True
2019Q2,Economías Abiertas,5. Inversión,33.74222280832986,50.03765198129645,51.6817142647511,1.6440622834546517,True,False
2019Q2,Economías Abiertas,6. Empresas,61.19292524760076,50.03765198129645,51.6817142647511,1.6440622834546517,False,False
2019Q2,Economías Abiertas,7. Infraestructura,46.50066823220001,50.03765198129645,51.6817142647511,1.6440622834546517,False,False
2019Q2,Economías Abiertas,8. Calidad Económica,65.29104077087376,50.03765198129645,51.6817142647511,1.6440622834546517,False,True
2019Q3,Economías Abiertas,5. Inversión,24.148776190209578,46.09191234040344,49.38760579627615,3.2956934558727085,True,False
2019Q3,Economías Abiertas,6. Empresas,61.02944796201563,46.09191234040344,49.38760579627615,3.2956934558727085,False,False
2019Q3,Economías Abiertas,7. Infraestructura,46.46701106429313,46.09191234040344,49.38760579627615,3.2956934558727085,False,False
2019Q3,Economías Abiertas,8. Calidad Económica,65.90518796858623,46.09191234040344,49.38760579627615,3.2956934558727085,False,True
2019Q4,Economías Abiertas,5. Inversión,26.852890930452805,47.38144110934822,50.143956380048,2.7625152706997795,True,False
2019Q4,Economías Abiertas,6. Empresas,60.7428689681725,47.38144110934822,50.143956380048,2.7625152706997795,False,False
2019Q4,Economías Abiertas,7. Infraestructura,46.429838315005995,47.38144110934822,50.143956380048,2.7625152706997795,False,False
2019Q4,Economías Abiertas,8. Calidad Económica,66.55022730656071,47.38144110934822,50.143956380048,2.7625152706997795,False,True
