Periodo,Año,Trimestre,Region,Categoria_Unificada,Valor_Trimestral
2018-Q3,2018,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,3925.0
2018-Q3,2018,3,ESP,HURTOS,188352.0
2018-Q3,2018,3,ESP,ROBOS CON FUERZA,36558.0
2018-Q3,2018,3,ESP,ROBOS CON VIOLENCIA,15861.0
2018-Q4,2018,4,AND,DELITOS CONTRA LIBERTAD SEXUAL,536.0
2018-Q4,2018,4,AND,HURTOS,21531.0
2018-Q4,2018,4,AND,ROBOS CON FUERZA,5607.0
2018-Q4,2018,4,AND,ROBOS CON VIOLENCIA,1843.0
2018-Q4,2018,4,ESP,DELITOS CONTRA LIBERTAD SEXUAL,3366.0
2018-Q4,2018,4,ESP,HURTOS,175982.0
2018-Q4,2018,4,ESP,ROBOS CON FUERZA,38671.0
2018-Q4,2018,4,ESP,ROBOS CON VIOLENCIA,16535.0
2019-Q1,2019,1,AND,DELITOS CONTRA LIBERTAD SEXUAL,599.0
2019-Q1,2019,1,AND,HURTOS,21638.0
2019-Q1,2019,1,AND,ROBOS CON FUERZA,5729.0
2019-Q1,2019,1,AND,ROBOS CON VIOLENCIA,1740.0
2019-Q1,2019,1,ESP,DELITOS CONTRA LIBERTAD SEXUAL,3576.0
2019-Q1,2019,1,ESP,HURTOS,168862.0
2019-Q1,2019,1,ESP,ROBOS CON FUERZA,37157.0
2019-Q1,2019,1,ESP,ROBOS CON VIOLENCIA,15482.0
2019-Q2,2019,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,619.0
2019-Q2,2019,2,AND,HURTOS,23137.0
2019-Q2,2019,2,AND,ROBOS CON FUERZA,5313.0
2019-Q2,2019,2,AND,ROBOS CON VIOLENCIA,1814.0
2019-Q2,2019,2,ESP,DELITOS CONTRA LIBERTAD SEXUAL,3682.0
2019-Q2,2019,2,ESP,HURTOS,174647.0
2019-Q2,2019,2,ESP,ROBOS CON FUERZA,32955.0
2019-Q2,2019,2,ESP,ROBOS CON VIOLENCIA,15713.0
2019-Q3,2019,3,AND,DELITOS CONTRA LIBERTAD SEXUAL,673.0
2019-Q3,2019,3,AND,HURTOS,24886.0
2019-Q3,2019,3,AND,ROBOS CON FUERZA,5530.0
2019-Q3,2019,3,AND,ROBOS CON VIOLENCIA,1870.0
2019-Q3,2019,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4329.0
2019-Q3,2019,3,ESP,HURTOS,185646.0
2019-Q3,2019,3,ESP,ROBOS CON FUERZA,35147.0
2019-Q3,2019,3,ESP,ROBOS CON VIOLENCIA,17309.0
2019-Q4,2019,4,AND,DELITOS CONTRA LIBERTAD SEXUAL,625.0
2019-Q4,2019,4,AND,HURTOS,21737.0
2019-Q4,2019,4,AND,ROBOS CON FUERZA,5883.0
2019-Q4,2019,4,AND,ROBOS CON VIOLENCIA,1920.0
2019-Q4,2019,4,ESP,DELITOS CONTRA LIBERTAD SEXUAL,3751.0
2019-Q4,2019,4,ESP,HURTOS,171322.0
2019-Q4,2019,4,ESP,ROBOS CON FUERZA,37521.0
2019-Q4,2019,4,ESP,ROBOS CON VIOLENCIA,17705.0
2020-Q1,2020,1,AND,DELITOS CONTRA LIBERTAD SEXUAL,532.0
2020-Q1,2020,1,AND,HURTOS,18095.0
2020-Q1,2020,1,AND,ROBOS CON FUERZA,5188.0
2020-Q1,2020,1,AND,ROBOS CON VIOLENCIA,1570.0
2020-Q1,2020,1,ESP,DELITOS CONTRA LIBERTAD SEXUAL,3355.0
2020-Q1,2020,1,ESP,HURTOS,138598.0
2020-Q1,2020,1,ESP,ROBOS CON FUERZA,31933.0
2020-Q1,2020,1,ESP,ROBOS CON VIOLENCIA,14602.0
2020-Q2,2020,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,477.0
2020-Q2,2020,2,AND,HURTOS,7919.0
2020-Q2,2020,2,AND,ROBOS CON FUERZA,3098.0
2020-Q2,2020,2,AND,ROBOS CON VIOLENCIA,807.0
2020-Q2,2020,2,ESP,DELITOS CONTRA LIBERTAD SEXUAL,2784.0
2020-Q2,2020,2,ESP,HURTOS,51461.0
2020-Q2,2020,2,ESP,ROBOS CON FUERZA,16267.0
2020-Q2,2020,2,ESP,ROBOS CON VIOLENCIA,6674.0
2020-Q3,2020,3,AND,DELITOS CONTRA LIBERTAD SEXUAL,656.0
2020-Q3,2020,3,AND,HURTOS,17918.0
2020-Q3,2020,3,AND,ROBOS CON FUERZA,5140.0
2020-Q3,2020,3,AND,ROBOS CON VIOLENCIA,1635.0
2020-Q3,2020,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4015.0
2020-Q3,2020,3,ESP,HURTOS,119854.0
2020-Q3,2020,3,ESP,ROBOS CON FUERZA,29298.0
2020-Q3,2020,3,ESP,ROBOS CON VIOLENCIA,13937.0
2020-Q4,2020,4,AND,DELITOS CONTRA LIBERTAD SEXUAL,550.0
2020-Q4,2020,4,AND,HURTOS,13638.0
2020-Q4,2020,4,AND,ROBOS CON FUERZA,4141.0
2020-Q4,2020,4,AND,ROBOS CON VIOLENCIA,1196.0
2020-Q4,2020,4,ESP,DELITOS CONTRA LIBERTAD SEXUAL,3086.0
2020-Q4,2020,4,ESP,HURTOS,111335.0
2020-Q4,2020,4,ESP,ROBOS CON FUERZA,25795.0
2020-Q4,2020,4,ESP,ROBOS CON VIOLENCIA,10259.0
2021-Q1,2021,1,AND,DELITOS CONTRA LIBERTAD SEXUAL,581.0
2021-Q1,2021,1,AND,HURTOS,13180.0
2021-Q1,2021,1,AND,ROBOS CON FUERZA,3658.0
2021-Q1,2021,1,AND,ROBOS CON VIOLENCIA,1186.0
2021-Q1,2021,1,ESP,DELITOS CONTRA LIBERTAD SEXUAL,3448.0
2021-Q1,2021,1,ESP,HURTOS,96112.0
2021-Q1,2021,1,ESP,ROBOS CON FUERZA,23359.0
2021-Q1,2021,1,ESP,ROBOS CON VIOLENCIA,11073.0
2021-Q2,2021,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,749.0
2021-Q2,2021,2,AND,HURTOS,16361.0
2021-Q2,2021,2,AND,ROBOS CON FUERZA,3800.0
2021-Q2,2021,2,AND,ROBOS CON VIOLENCIA,1359.0
2021-Q2,2021,2,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4450.0
2021-Q2,2021,2,ESP,HURTOS,115756.0
2021-Q2,2021,2,ESP,ROBOS CON FUERZA,23686.0
2021-Q2,2021,2,ESP,ROBOS CON VIOLENCIA,11932.0
2021-Q3,2021,3,AND,DELITOS CONTRA LIBERTAD SEXUAL,682.0
2021-Q3,2021,3,AND,HURTOS,19747.0
2021-Q3,2021,3,AND,ROBOS CON FUERZA,4571.0
2021-Q3,2021,3,AND,ROBOS CON VIOLENCIA,1552.0
2021-Q3,2021,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4740.0
2021-Q3,2021,3,ESP,HURTOS,137565.0
2021-Q3,2021,3,ESP,ROBOS CON FUERZA,28403.0
2021-Q3,2021,3,ESP,ROBOS CON VIOLENCIA,14462.0
2021-Q4,2021,4,AND,DELITOS CONTRA LIBERTAD SEXUAL,678.0
2021-Q4,2021,4,AND,HURTOS,19628.0
2021-Q4,2021,4,AND,ROBOS CON FUERZA,4352.0
2021-Q4,2021,4,AND,ROBOS CON VIOLENCIA,1814.0
2021-Q4,2021,4,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4378.0
2021-Q4,2021,4,ESP,HURTOS,144046.0
2021-Q4,2021,4,ESP,ROBOS CON FUERZA,29826.0
2021-Q4,2021,4,ESP,ROBOS CON VIOLENCIA,15606.0
2022-Q1,2022,1,AND,DELITOS CONTRA LIBERTAD SEXUAL,751.0
2022-Q1,2022,1,AND,HURTOS,20242.0
2022-Q1,2022,1,AND,ROBOS CON FUERZA,4404.0
2022-Q1,2022,1,AND,ROBOS CON VIOLENCIA,1792.0
2022-Q1,2022,1,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4191.0
2022-Q1,2022,1,ESP,HURTOS,145399.0
2022-Q1,2022,1,ESP,ROBOS CON FUERZA,29913.0
2022-Q1,2022,1,ESP,ROBOS CON VIOLENCIA,14892.0
2022-Q2,2022,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,855.0
2022-Q2,2022,2,AND,HURTOS,22698.0
2022-Q2,2022,2,AND,ROBOS CON FUERZA,4777.0
2022-Q2,2022,2,AND,ROBOS CON VIOLENCIA,1754.0
2022-Q2,2022,2,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5198.0
2022-Q2,2022,2,ESP,HURTOS,160870.0
2022-Q2,2022,2,ESP,ROBOS CON FUERZA,27924.0
2022-Q2,2022,2,ESP,ROBOS CON VIOLENCIA,15547.0
2022-Q3,2022,3,AND,DELITOS CONTRA LIBERTAD SEXUAL,795.0
2022-Q3,2022,3,AND,HURTOS,24109.0
2022-Q3,2022,3,AND,ROBOS CON FUERZA,4936.0
2022-Q3,2022,3,AND,ROBOS CON VIOLENCIA,1950.0
2022-Q3,2022,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5285.0
2022-Q3,2022,3,ESP,HURTOS,171665.0
2022-Q3,2022,3,ESP,ROBOS CON FUERZA,30483.0
2022-Q3,2022,3,ESP,ROBOS CON VIOLENCIA,16854.0
2022-Q4,2022,4,AND,DELITOS CONTRA LIBERTAD SEXUAL,265.0
2022-Q4,2022,4,AND,HURTOS,22066.0
2022-Q4,2022,4,AND,ROBOS CON FUERZA,4617.0
2022-Q4,2022,4,AND,ROBOS CON VIOLENCIA,1864.0
2022-Q4,2022,4,ESP,DELITOS CONTRA LIBERTAD SEXUAL,2715.0
2022-Q4,2022,4,ESP,HURTOS,164645.0
2022-Q4,2022,4,ESP,ROBOS CON FUERZA,32356.0
2022-Q4,2022,4,ESP,ROBOS CON VIOLENCIA,16418.0
2023-Q1,2023,1,AND,DELITOS CONTRA LIBERTAD SEXUAL,723.0
2023-Q1,2023,1,AND,HURTOS,23042.0
2023-Q1,2023,1,AND,ROBOS CON FUERZA,4946.0
2023-Q1,2023,1,AND,ROBOS CON VIOLENCIA,1763.0
2023-Q1,2023,1,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4303.0
2023-Q1,2023,1,ESP,HURTOS,163476.0
2023-Q1,2023,1,ESP,ROBOS CON FUERZA,31984.0
2023-Q1,2023,1,ESP,ROBOS CON VIOLENCIA,15458.0
2023-Q2,2023,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,848.0
2023-Q2,2023,2,AND,HURTOS,24186.0
2023-Q2,2023,2,AND,ROBOS CON FUERZA,4704.0
2023-Q2,2023,2,AND,ROBOS CON VIOLENCIA,1861.0
2023-Q2,2023,2,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5257.0
2023-Q2,2023,2,ESP,HURTOS,161530.0
2023-Q2,2023,2,ESP,ROBOS CON FUERZA,27550.0
2023-Q2,2023,2,ESP,ROBOS CON VIOLENCIA,15688.0
2023-Q3,2023,3,AND,DELITOS CONTRA LIBERTAD SEXUAL,787.0
2023-Q3,2023,3,AND,HURTOS,24993.0
2023-Q3,2023,3,AND,ROBOS CON FUERZA,5437.0
2023-Q3,2023,3,AND,ROBOS CON VIOLENCIA,2075.0
2023-Q3,2023,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5491.0
2023-Q3,2023,3,ESP,HURTOS,173978.0
2023-Q3,2023,3,ESP,ROBOS CON FUERZA,30724.0
2023-Q3,2023,3,ESP,ROBOS CON VIOLENCIA,17116.0
2023-Q4,2023,4,AND,DELITOS CONTRA LIBERTAD SEXUAL,704.0
2023-Q4,2023,4,AND,HURTOS,23386.0
2023-Q4,2023,4,AND,ROBOS CON FUERZA,5179.0
2023-Q4,2023,4,AND,ROBOS CON VIOLENCIA,2006.0
2023-Q4,2023,4,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4930.0
2023-Q4,2023,4,ESP,HURTOS,164386.0
2023-Q4,2023,4,ESP,ROBOS CON FUERZA,32186.0
2023-Q4,2023,4,ESP,ROBOS CON VIOLENCIA,16523.0
2024-Q1,2024,1,AND,DELITOS CONTRA LIBERTAD SEXUAL,694.0
2024-Q1,2024,1,AND,HURTOS,21392.0
2024-Q1,2024,1,AND,ROBOS CON FUERZA,4785.0
2024-Q1,2024,1,AND,ROBOS CON VIOLENCIA,1818.0
2024-Q1,2024,1,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4568.0
2024-Q1,2024,1,ESP,HURTOS,156967.0
2024-Q1,2024,1,ESP,ROBOS CON FUERZA,30621.0
2024-Q1,2024,1,ESP,ROBOS CON VIOLENCIA,15020.0
2024-Q2,2024,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,812.0
2024-Q2,2024,2,AND,HURTOS,24333.0
2024-Q2,2024,2,AND,ROBOS CON FUERZA,4428.0
2024-Q2,2024,2,AND,ROBOS CON VIOLENCIA,1920.0
2024-Q2,2024,2,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5442.0
2024-Q2,2024,2,ESP,HURTOS,164365.0
2024-Q2,2024,2,ESP,ROBOS CON FUERZA,26848.0
2024-Q2,2024,2,ESP,ROBOS CON VIOLENCIA,15960.0
2024-Q3,2024,3,AND,DELITOS CONTRA LIBERTAD SEXUAL,883.0
2024-Q3,2024,3,AND,HURTOS,24759.0
2024-Q3,2024,3,AND,ROBOS CON FUERZA,4697.0
2024-Q3,2024,3,AND,ROBOS CON VIOLENCIA,1887.0
2024-Q3,2024,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,6000.0
2024-Q3,2024,3,ESP,HURTOS,170103.0
2024-Q3,2024,3,ESP,ROBOS CON FUERZA,29287.0
2024-Q3,2024,3,ESP,ROBOS CON VIOLENCIA,16869.0
2024-Q4,2024,4,AND,DELITOS CONTRA LIBERTAD SEXUAL,766.0
2024-Q4,2024,4,AND,HURTOS,22061.0
2024-Q4,2024,4,AND,ROBOS CON FUERZA,4321.0
2024-Q4,2024,4,AND,ROBOS CON VIOLENCIA,1798.0
2024-Q4,2024,4,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5149.0
2024-Q4,2024,4,ESP,HURTOS,157641.0
2024-Q4,2024,4,ESP,ROBOS CON FUERZA,28222.0
2024-Q4,2024,4,ESP,ROBOS CON VIOLENCIA,15417.0
2025-Q1,2025,1,AND,DELITOS CONTRA LIBERTAD SEXUAL,662.0
2025-Q1,2025,1,AND,HURTOS,20614.0
2025-Q1,2025,1,AND,ROBOS CON FUERZA,4138.0
2025-Q1,2025,1,AND,ROBOS CON VIOLENCIA,1623.0
2025-Q1,2025,1,ESP,DELITOS CONTRA LIBERTAD SEXUAL,4760.0
2025-Q1,2025,1,ESP,HURTOS,151750.0
2025-Q1,2025,1,ESP,ROBOS CON FUERZA,26279.0
2025-Q1,2025,1,ESP,ROBOS CON VIOLENCIA,13540.0
2025-Q2,2025,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,855.0
2025-Q2,2025,2,AND,HURTOS,22648.0
2025-Q2,2025,2,AND,ROBOS CON FUERZA,3787.0
2025-Q2,2025,2,AND,ROBOS CON VIOLENCIA,1841.0
2025-Q2,2025,2,ESP,DELITOS CONTRA LIBERTAD SEXUAL,5802.0
2025-Q2,2025,2,ESP,HURTOS,158539.0
2025-Q2,2025,2,ESP,ROBOS CON FUERZA,24434.0
2025-Q2,2025,2,ESP,ROBOS CON VIOLENCIA,16162.0
2025-Q3,2025,3,AND,DELITOS CONTRA LIBERTAD SEXUAL,880.0
2025-Q3,2025,3,AND,HURTOS,23849.0
2025-Q3,2025,3,AND,ROBOS CON FUERZA,3981.0
2025-Q3,2025,3,AND,ROBOS CON VIOLENCIA,1987.0
2025-Q3,2025,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,6050.0
2025-Q3,2025,3,ESP,HURTOS,169960.0
2025-Q3,2025,3,ESP,ROBOS CON FUERZA,26887.0
2025-Q3,2025,3,ESP,ROBOS CON VIOLENCIA,17471.0
